idx,Year,Month,Day,Hour,Lat,Lon,Wind,Pressure,Type,Count,Name
42699,2001,11,28,1200,32.4,-56.2,75,977,HU,17,OLGA
42700,2001,11,28,1800,31.4,-57.0,70,979,HU,17,OLGA
42701,2001,11,29,0,30.3,-57.6,65,987,HU,17,OLGA
42702,2001,11,29,600,29.3,-58.7,60,990,TS,17,OLGA
42703,2001,11,29,1200,28.4,-60.1,60,992,TS,17,OLGA
42704,2001,11,29,1800,27.3,-61.8,55,994,TS,17,OLGA
42705,2001,11,30,0,26.2,-63.2,45,998,TS,17,OLGA
42706,2001,11,30,600,25.3,-64.7,35,1001,TS,17,OLGA
42707,2001,11,30,1200,24.5,-66.2,30,1003,TD,17,OLGA
42708,2001,11,30,1800,23.7,-67.1,30,1004,TD,17,OLGA
42709,2001,12,1,0,23.4,-67.7,30,1004,TD,17,OLGA
42710,2001,12,1,600,23.1,-68.0,30,1005,TD,17,OLGA
42711,2001,12,1,1200,22.8,-68.3,30,1004,TD,17,OLGA
42712,2001,12,1,1800,23.0,-68.6,30,1004,TD,17,OLGA
42713,2001,12,2,0,23.4,-68.9,35,1003,TS,17,OLGA
42714,2001,12,2,600,24.3,-68.9,35,1003,TS,17,OLGA
42715,2001,12,2,1200,25.5,-69.2,40,1001,TS,17,OLGA
42716,2001,12,2,1800,26.4,-69.5,40,1001,TS,17,OLGA
42717,2001,12,3,0,27.0,-69.7,35,1004,TS,17,OLGA
42718,2001,12,3,600,27.4,-69.9,35,1005,TS,17,OLGA
42719,2001,12,3,1200,27.8,-69.9,35,1005,TS,17,OLGA
42720,2001,12,3,1800,27.7,-69.6,35,1005,TS,17,OLGA
42721,2001,12,4,0,27.7,-69.1,30,1006,TD,17,OLGA
42722,2001,12,4,600,27.8,-68.2,30,1006,TD,17,OLGA
42723,2001,12,4,1200,27.8,-68.0,30,1006,TD,17,OLGA
42724,2001,12,4,1800,27.0,-67.4,30,1006,TD,17,OLGA
42725,2002,7,14,1800,34.3,-76.8,30,1009,TD,1,ARTHUR
42726,2002,7,15,0,35.0,-75.1,30,1008,TD,1,ARTHUR
42727,2002,7,15,600,35.5,-73.3,35,1006,TS,1,ARTHUR
42728,2002,7,15,1200,36.1,-71.0,45,1004,TS,1,ARTHUR
42729,2002,7,15,1800,36.8,-68.2,45,1002,TS,1,ARTHUR
42730,2002,7,16,0,37.9,-65.1,50,1000,TS,1,ARTHUR
42731,2002,7,16,600,38.6,-61.7,50,998,TS,1,ARTHUR
42732,2002,7,16,1200,40.5,-57.9,50,998,TS,1,ARTHUR
42733,2002,7,16,1800,42.5,-54.5,50,997,TS,1,ARTHUR
42734,2002,7,17,0,44.5,-53.0,50,998,EX,1,ARTHUR
42735,2002,7,17,600,46.5,-53.9,45,999,EX,1,ARTHUR
42736,2002,7,17,1200,48.0,-54.0,40,1002,EX,1,ARTHUR
42737,2002,7,17,1800,49.0,-53.0,40,1001,EX,1,ARTHUR
42738,2002,7,18,0,50.5,-52.5,40,999,EX,1,ARTHUR
42739,2002,7,18,600,53.0,-52.5,40,997,EX,1,ARTHUR
42740,2002,7,18,1200,55.5,-53.0,35,995,EX,1,ARTHUR
42741,2002,7,18,1800,58.0,-53.0,35,992,EX,1,ARTHUR
42742,2002,7,19,0,57.0,-52.0,35,996,EX,1,ARTHUR
42743,2002,7,19,600,56.5,-51.5,35,1000,EX,1,ARTHUR
42744,2002,7,19,1200,56.0,-51.0,35,1005,EX,1,ARTHUR
42745,2002,8,4,1800,29.0,-88.5,25,1012,TD,2,BERTHA
42746,2002,8,5,0,29.3,-89.2,35,1008,TS,2,BERTHA
42747,2002,8,5,100,29.4,-89.2,35,1007,TS,2,BERTHA
42748,2002,8,5,200,29.4,-89.3,35,1008,TS,2,BERTHA
42749,2002,8,5,600,29.6,-89.7,35,1008,TS,2,BERTHA
42750,2002,8,5,1200,30.5,-90.1,25,1010,TD,2,BERTHA
42751,2002,8,5,1800,30.9,-90.6,20,1011,TD,2,BERTHA
42752,2002,8,6,0,30.9,-91.0,15,1012,TD,2,BERTHA
42753,2002,8,6,600,30.8,-91.4,15,1013,TD,2,BERTHA
42754,2002,8,6,1200,30.6,-91.5,15,1013,TD,2,BERTHA
42755,2002,8,6,1800,30.3,-91.6,15,1012,TD,2,BERTHA
42756,2002,8,7,0,30.0,-91.7,20,1010,TD,2,BERTHA
42757,2002,8,7,600,29.7,-92.2,20,1011,TD,2,BERTHA
42758,2002,8,7,1200,29.4,-92.7,25,1011,TD,2,BERTHA
42759,2002,8,7,1800,29.0,-93.2,25,1010,TD,2,BERTHA
42760,2002,8,8,0,28.6,-93.8,25,1010,TD,2,BERTHA
42761,2002,8,8,600,28.2,-94.4,25,1010,TD,2,BERTHA
42762,2002,8,8,1200,27.7,-95.3,20,1011,TD,2,BERTHA
42763,2002,8,8,1800,26.9,-96.1,20,1011,TD,2,BERTHA
42764,2002,8,9,0,27.0,-96.6,20,1011,TD,2,BERTHA
42765,2002,8,9,600,27.2,-97.1,20,1011,TD,2,BERTHA
42766,2002,8,9,800,27.3,-97.4,20,1011,TD,2,BERTHA
42767,2002,8,9,1200,27.5,-97.7,20,1012,TD,2,BERTHA
42768,2002,8,5,1800,32.0,-77.2,30,1008,TD,3,CRISTOBAL
42769,2002,8,6,0,31.5,-77.1,30,1004,TD,3,CRISTOBAL
42770,2002,8,6,600,31.1,-77.0,30,1004,TD,3,CRISTOBAL
42771,2002,8,6,1200,30.7,-76.6,30,1004,TD,3,CRISTOBAL
42772,2002,8,6,1800,30.4,-76.4,35,1002,TS,3,CRISTOBAL
42773,2002,8,7,0,30.1,-76.2,40,999,TS,3,CRISTOBAL
42774,2002,8,7,600,29.7,-76.2,40,999,TS,3,CRISTOBAL
42775,2002,8,7,1200,29.4,-76.0,40,999,TS,3,CRISTOBAL
42776,2002,8,7,1800,29.7,-75.7,40,1000,TS,3,CRISTOBAL
42777,2002,8,8,0,29.7,-75.3,45,1000,TS,3,CRISTOBAL
42778,2002,8,8,600,29.7,-74.9,45,1000,TS,3,CRISTOBAL
42779,2002,8,8,1200,29.9,-74.0,45,1003,TS,3,CRISTOBAL
42780,2002,8,8,1800,31.0,-72.0,45,1008,TS,3,CRISTOBAL
42781,2002,8,29,1200,9.5,-31.2,30,1007,TD,4,DOLLY
42782,2002,8,29,1800,9.7,-32.2,35,1005,TS,4,DOLLY
42783,2002,8,30,0,9.7,-33.1,40,1002,TS,4,DOLLY
42784,2002,8,30,600,10.0,-34.5,45,1000,TS,4,DOLLY
42785,2002,8,30,1200,10.3,-36.3,50,997,TS,4,DOLLY
42786,2002,8,30,1800,10.8,-37.7,50,1000,TS,4,DOLLY
42787,2002,8,31,0,11.5,-39.1,45,1000,TS,4,DOLLY
42788,2002,8,31,600,12.1,-40.9,40,1002,TS,4,DOLLY
42789,2002,8,31,1200,12.8,-42.9,35,1005,TS,4,DOLLY
42790,2002,8,31,1800,13.2,-44.9,35,1005,TS,4,DOLLY
42791,2002,9,1,0,13.6,-46.8,35,1005,TS,4,DOLLY
42792,2002,9,1,600,14.1,-48.4,35,1005,TS,4,DOLLY
42793,2002,9,1,1200,14.8,-49.9,35,1005,TS,4,DOLLY
42794,2002,9,1,1800,15.6,-51.2,40,1002,TS,4,DOLLY
42795,2002,9,2,0,16.4,-52.0,40,1001,TS,4,DOLLY
42796,2002,9,2,600,17.1,-52.5,40,1001,TS,4,DOLLY
42797,2002,9,2,1200,17.9,-52.9,45,1000,TS,4,DOLLY
42798,2002,9,2,1800,18.5,-53.3,45,1002,TS,4,DOLLY
42799,2002,9,3,0,19.3,-53.7,40,1002,TS,4,DOLLY
42800,2002,9,3,600,19.6,-53.7,45,1000,TS,4,DOLLY
42801,2002,9,3,1200,21.0,-52.9,45,1000,TS,4,DOLLY
42802,2002,9,3,1800,22.2,-52.4,45,1001,TS,4,DOLLY
42803,2002,9,4,0,23.1,-52.4,45,1001,TS,4,DOLLY
42804,2002,9,4,600,23.5,-52.4,35,1005,TS,4,DOLLY
42805,2002,9,4,1200,23.5,-52.5,25,1009,TD,4,DOLLY
42806,2002,9,4,1800,24.0,-52.5,20,1009,LO,4,DOLLY
42807,2002,9,1,1800,29.2,-78.8,30,1013,TD,5,EDOUARD
42808,2002,9,2,0,29.7,-79.1,30,1011,TD,5,EDOUARD
42809,2002,9,2,600,30.1,-79.7,35,1007,TS,5,EDOUARD
42810,2002,9,2,1200,30.4,-79.6,35,1007,TS,5,EDOUARD
42811,2002,9,2,1800,30.5,-79.0,35,1005,TS,5,EDOUARD
42812,2002,9,3,0,30.5,-78.6,35,1003,TS,5,EDOUARD
42813,2002,9,3,600,30.4,-78.5,35,1003,TS,5,EDOUARD
42814,2002,9,3,1200,30.4,-78.4,55,1002,TS,5,EDOUARD
42815,2002,9,3,1800,30.0,-79.0,45,1004,TS,5,EDOUARD
42816,2002,9,4,0,29.9,-79.1,40,1005,TS,5,EDOUARD
42817,2002,9,4,600,29.9,-79.5,35,1002,TS,5,EDOUARD
42818,2002,9,4,1200,29.9,-79.8,35,1006,TS,5,EDOUARD
42819,2002,9,4,1800,29.7,-80.5,35,1009,TS,5,EDOUARD
42820,2002,9,5,0,29.4,-81.0,35,1008,TS,5,EDOUARD
42821,2002,9,5,45,29.4,-81.1,35,1009,TS,5,EDOUARD
42822,2002,9,5,600,29.2,-81.6,25,1011,TD,5,EDOUARD
42823,2002,9,5,1200,28.9,-82.4,20,1011,TD,5,EDOUARD
42824,2002,9,5,1800,28.6,-83.4,20,1011,TD,5,EDOUARD
42825,2002,9,6,0,28.4,-83.9,20,1009,TD,5,EDOUARD
42826,2002,9,6,600,28.3,-84.7,20,1010,TD,5,EDOUARD
42827,2002,9,6,1200,28.5,-86.0,20,1008,TD,5,EDOUARD
42828,2002,9,5,1800,28.0,-93.8,30,1009,TD,6,FAY
42829,2002,9,6,0,27.8,-93.9,35,1006,TS,6,FAY
42830,2002,9,6,600,27.6,-94.1,45,1005,TS,6,FAY
42831,2002,9,6,1200,27.7,-94.5,50,1001,TS,6,FAY
42832,2002,9,6,1800,27.8,-94.7,50,999,TS,6,FAY
42833,2002,9,7,0,27.9,-95.0,50,998,TS,6,FAY
42834,2002,9,7,600,28.1,-95.6,50,999,TS,6,FAY
42835,2002,9,7,900,28.5,-96.3,50,999,TS,6,FAY
42836,2002,9,7,1200,29.1,-96.9,30,1002,TD,6,FAY
42837,2002,9,7,1800,28.9,-98.5,25,1002,TD,6,FAY
42838,2002,9,8,0,28.9,-98.9,20,1003,TD,6,FAY
42839,2002,9,8,600,28.7,-99.3,15,1007,LO,6,FAY
42840,2002,9,8,1200,29.0,-99.5,10,1007,LO,6,FAY
42841,2002,9,8,1800,28.9,-99.1,10,1008,LO,6,FAY
42842,2002,9,9,0,28.5,-99.2,10,1008,LO,6,FAY
42843,2002,9,9,600,28.3,-99.2,10,1008,LO,6,FAY
42844,2002,9,9,1200,28.1,-99.4,10,1009,LO,6,FAY
42845,2002,9,9,1800,27.8,-99.6,10,1009,LO,6,FAY
42846,2002,9,10,0,27.4,-99.5,10,1008,LO,6,FAY
42847,2002,9,10,600,27.0,-99.3,10,1008,LO,6,FAY
42848,2002,9,10,1200,26.8,-99.8,10,1008,LO,6,FAY
42849,2002,9,10,1800,26.6,-100.4,10,1008,LO,6,FAY
42850,2002,9,11,0,26.5,-101.0,10,1007,LO,6,FAY
42851,2002,9,7,1200,24.3,-47.5,30,1013,TD,7,UNNAMED
42852,2002,9,7,1800,24.5,-48.2,30,1014,TD,7,UNNAMED
42853,2002,9,8,0,24.5,-49.1,30,1015,TD,7,UNNAMED
42854,2002,9,8,600,24.5,-50.2,25,1016,TD,7,UNNAMED
42855,2002,9,8,1200,24.4,-51.3,25,1016,TD,7,UNNAMED
42856,2002,9,8,1200,29.0,-71.0,30,1009,SD,8,GUSTAV
42857,2002,9,8,1800,30.2,-71.1,35,1007,SS,8,GUSTAV
42858,2002,9,9,0,30.5,-72.3,40,1004,SS,8,GUSTAV
42859,2002,9,9,600,31.2,-72.6,40,1003,SS,8,GUSTAV
42860,2002,9,9,1200,31.6,-73.6,40,1002,SS,8,GUSTAV
42861,2002,9,9,1800,31.9,-74.5,40,1002,SS,8,GUSTAV
42862,2002,9,10,0,32.1,-75.5,45,996,SS,8,GUSTAV
42863,2002,9,10,600,33.0,-75.5,50,990,SS,8,GUSTAV
42864,2002,9,10,1200,33.7,-75.4,50,987,TS,8,GUSTAV
42865,2002,9,10,1800,35.0,-75.4,55,985,TS,8,GUSTAV
42866,2002,9,11,0,35.5,-74.7,55,983,TS,8,GUSTAV
42867,2002,9,11,600,36.8,-73.0,60,977,TS,8,GUSTAV
42868,2002,9,11,1200,38.0,-70.8,70,971,HU,8,GUSTAV
42869,2002,9,11,1800,40.3,-66.8,85,964,HU,8,GUSTAV
42870,2002,9,12,0,43.1,-62.8,80,962,HU,8,GUSTAV
42871,2002,9,12,400,45.3,-60.8,80,960,HU,8,GUSTAV
42872,2002,9,12,430,45.6,-60.4,80,960,HU,8,GUSTAV
42873,2002,9,12,600,46.5,-59.6,75,960,HU,8,GUSTAV
42874,2002,9,12,900,47.6,-58.6,65,963,HU,8,GUSTAV
42875,2002,9,12,1200,48.6,-57.7,60,965,EX,8,GUSTAV
42876,2002,9,12,1800,50.1,-55.5,60,967,EX,8,GUSTAV
42877,2002,9,13,0,51.0,-54.0,55,968,EX,8,GUSTAV
42878,2002,9,13,600,52.5,-52.5,50,968,EX,8,GUSTAV
42879,2002,9,13,1200,54.5,-51.4,45,972,EX,8,GUSTAV
42880,2002,9,13,1800,56.0,-49.5,45,976,EX,8,GUSTAV
42881,2002,9,14,0,57.0,-51.5,40,982,EX,8,GUSTAV
42882,2002,9,14,600,58.0,-52.5,35,984,EX,8,GUSTAV
42883,2002,9,14,1200,59.5,-53.5,30,989,EX,8,GUSTAV
42884,2002,9,14,1800,61.0,-54.0,30,992,EX,8,GUSTAV
42885,2002,9,15,0,62.5,-54.5,20,998,EX,8,GUSTAV
42886,2002,9,12,0,26.3,-86.6,30,1001,TD,9,HANNA
42887,2002,9,12,600,26.7,-86.4,35,1001,TS,9,HANNA
42888,2002,9,12,1200,27.0,-86.7,35,1001,TS,9,HANNA
42889,2002,9,12,1800,27.1,-87.5,35,1001,TS,9,HANNA
42890,2002,9,13,0,26.7,-88.0,35,1001,TS,9,HANNA
42891,2002,9,13,600,26.9,-88.8,40,1002,TS,9,HANNA
42892,2002,9,13,1200,27.4,-89.3,45,1002,TS,9,HANNA
42893,2002,9,13,1800,27.7,-89.3,45,1003,TS,9,HANNA
42894,2002,9,14,0,28.0,-89.2,50,1001,TS,9,HANNA
42895,2002,9,14,600,28.7,-89.1,50,1003,TS,9,HANNA
42896,2002,9,14,800,29.1,-89.1,50,1003,TS,9,HANNA
42897,2002,9,14,1200,30.0,-88.8,50,1003,TS,9,HANNA
42898,2002,9,14,1500,30.4,-88.4,50,1002,TS,9,HANNA
42899,2002,9,14,1800,30.8,-88.0,30,1005,TD,9,HANNA
42900,2002,9,15,0,31.5,-87.0,20,1009,TD,9,HANNA
42901,2002,9,15,600,32.0,-86.0,20,1011,TD,9,HANNA
42902,2002,9,15,1200,33.0,-85.0,20,1014,TD,9,HANNA
42903,2002,9,14,1800,10.0,-60.5,25,1009,TD,10,ISIDORE
42904,2002,9,15,0,10.2,-62.4,25,1009,TD,10,ISIDORE
42905,2002,9,15,600,10.6,-64.3,25,1009,TD,10,ISIDORE
42906,2002,9,15,1200,11.2,-66.4,25,1009,TD,10,ISIDORE
42907,2002,9,15,1800,12.3,-68.5,25,1009,WV,10,ISIDORE
42908,2002,9,16,0,14.2,-70.5,20,1009,WV,10,ISIDORE
42909,2002,9,16,600,15.0,-71.9,20,1008,WV,10,ISIDORE
42910,2002,9,16,1200,15.5,-73.2,20,1008,WV,10,ISIDORE
42911,2002,9,16,1800,15.7,-74.5,20,1008,WV,10,ISIDORE
42912,2002,9,17,0,15.8,-75.3,25,1008,WV,10,ISIDORE
42913,2002,9,17,600,15.8,-76.1,25,1008,WV,10,ISIDORE
42914,2002,9,17,1200,15.9,-76.8,30,1008,TD,10,ISIDORE
42915,2002,9,17,1800,16.3,-77.4,30,1006,TD,10,ISIDORE
42916,2002,9,18,0,16.7,-77.7,30,1006,TD,10,ISIDORE
42917,2002,9,18,600,17.1,-78.1,35,1006,TS,10,ISIDORE
42918,2002,9,18,1200,17.7,-78.5,40,1004,TS,10,ISIDORE
42919,2002,9,18,1800,18.7,-78.6,45,1001,TS,10,ISIDORE
42920,2002,9,19,0,19.3,-79.3,50,998,TS,10,ISIDORE
42921,2002,9,19,600,19.7,-80.4,50,990,TS,10,ISIDORE
42922,2002,9,19,1200,19.9,-80.9,60,990,TS,10,ISIDORE
42923,2002,9,19,1800,20.4,-81.7,65,983,HU,10,ISIDORE
42924,2002,9,20,0,20.7,-82.3,75,979,HU,10,ISIDORE
42925,2002,9,20,600,21.1,-83.0,90,967,HU,10,ISIDORE
42926,2002,9,20,1200,21.5,-83.5,85,966,HU,10,ISIDORE
42927,2002,9,20,1800,21.8,-84.0,75,965,HU,10,ISIDORE
42928,2002,9,20,2100,22.0,-84.1,75,964,HU,10,ISIDORE
42929,2002,9,21,0,22.1,-84.3,75,964,HU,10,ISIDORE
42930,2002,9,21,600,22.3,-85.1,85,964,HU,10,ISIDORE
42931,2002,9,21,1200,22.0,-85.8,100,955,HU,10,ISIDORE
42932,2002,9,21,1800,21.9,-86.1,110,946,HU,10,ISIDORE
42933,2002,9,22,0,22.1,-86.5,110,947,HU,10,ISIDORE
42934,2002,9,22,600,22.0,-87.4,110,936,HU,10,ISIDORE
42935,2002,9,22,1200,21.9,-88.2,110,934,HU,10,ISIDORE
42936,2002,9,22,1800,21.6,-88.9,110,935,HU,10,ISIDORE
42937,2002,9,22,2100,21.3,-89.3,110,936,HU,10,ISIDORE
42938,2002,9,23,0,21.0,-89.4,100,950,HU,10,ISIDORE
42939,2002,9,23,600,20.6,-89.6,70,952,HU,10,ISIDORE
42940,2002,9,23,1200,20.1,-89.6,60,960,TS,10,ISIDORE
42941,2002,9,23,1800,20.3,-89.4,50,968,TS,10,ISIDORE
42942,2002,9,24,0,20.5,-89.3,35,980,TS,10,ISIDORE
42943,2002,9,24,600,21.0,-89.5,45,985,TS,10,ISIDORE
42944,2002,9,24,1200,21.7,-89.7,50,987,TS,10,ISIDORE
42945,2002,9,24,1800,22.1,-89.8,50,988,TS,10,ISIDORE
42946,2002,9,25,0,23.0,-89.7,50,987,TS,10,ISIDORE
42947,2002,9,25,600,24.2,-89.7,50,987,TS,10,ISIDORE
42948,2002,9,25,1200,25.4,-90.2,50,990,TS,10,ISIDORE
42949,2002,9,25,1800,26.3,-90.4,55,988,TS,10,ISIDORE
42950,2002,9,26,0,27.5,-90.3,55,989,TS,10,ISIDORE
42951,2002,9,26,600,29.1,-90.3,55,984,TS,10,ISIDORE
42952,2002,9,26,1200,30.0,-89.9,55,985,TS,10,ISIDORE
42953,2002,9,26,1800,32.2,-89.8,40,988,TS,10,ISIDORE
42954,2002,9,27,0,33.0,-89.0,20,992,TD,10,ISIDORE
42955,2002,9,27,600,35.0,-86.5,20,995,TD,10,ISIDORE
42956,2002,9,27,1200,39.1,-82.9,20,998,TD,10,ISIDORE
42957,2002,9,27,1800,40.9,-79.5,20,999,EX,10,ISIDORE
42958,2002,9,17,1200,32.7,-52.4,30,1016,TD,11,JOSEPHINE
42959,2002,9,17,1800,33.2,-52.7,30,1015,TD,11,JOSEPHINE
42960,2002,9,18,0,33.7,-52.7,30,1014,TD,11,JOSEPHINE
42961,2002,9,18,600,34.7,-52.7,35,1009,TS,11,JOSEPHINE
42962,2002,9,18,1200,35.5,-52.0,35,1009,TS,11,JOSEPHINE
42963,2002,9,18,1800,36.6,-50.5,35,1009,TS,11,JOSEPHINE
42964,2002,9,19,0,38.0,-48.8,35,1009,TS,11,JOSEPHINE
42965,2002,9,19,600,39.5,-46.7,35,1009,TS,11,JOSEPHINE
42966,2002,9,19,1200,41.5,-43.3,50,1004,EX,11,JOSEPHINE
42967,2002,9,20,1800,28.3,-51.8,25,1007,SD,12,KYLE
42968,2002,9,21,0,29.3,-51.4,30,1007,SD,12,KYLE
42969,2002,9,21,600,30.4,-51.6,35,1007,SS,12,KYLE
42970,2002,9,21,1200,31.0,-51.6,35,1007,SS,12,KYLE
42971,2002,9,21,1800,31.7,-51.3,40,1006,SS,12,KYLE
42972,2002,9,22,0,32.4,-50.9,45,1004,SS,12,KYLE
42973,2002,9,22,600,32.8,-50.5,40,1006,SS,12,KYLE
42974,2002,9,22,1200,33.2,-49.9,40,1006,SS,12,KYLE
42975,2002,9,22,1800,33.3,-49.5,40,1006,SS,12,KYLE
42976,2002,9,23,0,33.2,-49.1,35,1007,TS,12,KYLE
42977,2002,9,23,600,32.7,-49.4,35,1007,TS,12,KYLE
42978,2002,9,23,1200,32.3,-49.5,35,1005,TS,12,KYLE
42979,2002,9,23,1800,31.9,-49.6,40,1003,TS,12,KYLE
42980,2002,9,24,0,31.4,-50.0,40,1003,TS,12,KYLE
42981,2002,9,24,600,31.0,-50.4,45,1000,TS,12,KYLE
42982,2002,9,24,1200,30.6,-50.7,50,997,TS,12,KYLE
42983,2002,9,24,1800,30.3,-51.1,55,994,TS,12,KYLE
42984,2002,9,25,0,30.0,-52.1,55,994,TS,12,KYLE
42985,2002,9,25,600,29.7,-53.7,55,994,TS,12,KYLE
42986,2002,9,25,1200,29.3,-54.4,60,990,TS,12,KYLE
42987,2002,9,25,1800,29.0,-55.3,65,987,HU,12,KYLE
42988,2002,9,26,0,28.6,-56.6,65,987,HU,12,KYLE
42989,2002,9,26,600,28.2,-57.5,70,984,HU,12,KYLE
42990,2002,9,26,1200,27.9,-58.3,75,982,HU,12,KYLE
42991,2002,9,26,1800,27.8,-59.0,75,981,HU,12,KYLE
42992,2002,9,27,0,27.5,-59.5,75,980,HU,12,KYLE
42993,2002,9,27,600,27.1,-60.0,75,982,HU,12,KYLE
42994,2002,9,27,1200,27.0,-60.4,75,982,HU,12,KYLE
42995,2002,9,27,1800,26.8,-60.8,70,984,HU,12,KYLE
42996,2002,9,28,0,26.5,-61.4,70,984,HU,12,KYLE
42997,2002,9,28,600,26.3,-62.3,65,987,HU,12,KYLE
42998,2002,9,28,1200,26.5,-62.9,60,990,TS,12,KYLE
42999,2002,9,28,1800,26.7,-63.2,50,997,TS,12,KYLE
43000,2002,9,29,0,27.1,-63.7,45,1000,TS,12,KYLE
43001,2002,9,29,600,27.2,-64.4,40,1002,TS,12,KYLE
43002,2002,9,29,1200,27.7,-64.7,40,1002,TS,12,KYLE
43003,2002,9,29,1800,28.1,-64.7,40,1002,TS,12,KYLE
43004,2002,9,30,0,28.7,-64.6,40,1002,TS,12,KYLE
43005,2002,9,30,600,29.1,-64.7,35,1003,TS,12,KYLE
43006,2002,9,30,1200,29.0,-65.5,35,1004,TS,12,KYLE
43007,2002,9,30,1800,27.8,-66.7,30,1005,TD,12,KYLE
43008,2002,10,1,0,28.2,-66.8,30,1005,TD,12,KYLE
43009,2002,10,1,600,28.5,-66.8,30,1008,TD,12,KYLE
43010,2002,10,1,1200,28.5,-67.2,35,1005,TS,12,KYLE
43011,2002,10,1,1800,28.5,-67.5,40,1002,TS,12,KYLE
43012,2002,10,2,0,28.4,-67.7,45,1000,TS,12,KYLE
43013,2002,10,2,600,28.5,-67.8,45,1000,TS,12,KYLE
43014,2002,10,2,1200,28.8,-67.6,50,997,TS,12,KYLE
43015,2002,10,2,1800,29.0,-66.9,55,994,TS,12,KYLE
43016,2002,10,3,0,29.1,-66.7,55,994,TS,12,KYLE
43017,2002,10,3,600,29.0,-66.6,55,994,TS,12,KYLE
43018,2002,10,3,1200,29.0,-67.2,50,1000,TS,12,KYLE
43019,2002,10,3,1800,29.3,-67.7,45,1000,TS,12,KYLE
43020,2002,10,4,0,29.4,-68.0,45,1000,TS,12,KYLE
43021,2002,10,4,600,29.6,-68.4,35,1000,TS,12,KYLE
43022,2002,10,4,1200,30.1,-69.5,35,1004,TS,12,KYLE
43023,2002,10,4,1800,30.6,-70.2,35,1004,TS,12,KYLE
43024,2002,10,5,0,31.1,-70.9,35,1004,TS,12,KYLE
43025,2002,10,5,600,31.6,-71.6,30,1006,TD,12,KYLE
43026,2002,10,5,1200,32.3,-71.3,30,1005,TD,12,KYLE
43027,2002,10,5,1800,32.9,-70.8,30,1005,TD,12,KYLE
43028,2002,10,6,0,33.2,-70.1,30,1006,TD,12,KYLE
43029,2002,10,6,600,33.6,-69.7,30,1008,TD,12,KYLE
43030,2002,10,6,1200,33.3,-69.7,35,1007,TS,12,KYLE
43031,2002,10,6,1800,32.8,-69.7,35,1006,TS,12,KYLE
43032,2002,10,7,0,32.6,-69.7,35,1006,TS,12,KYLE
43033,2002,10,7,600,32.6,-70.4,35,1006,TS,12,KYLE
43034,2002,10,7,1200,32.6,-70.8,35,1006,TS,12,KYLE
43035,2002,10,7,1800,32.7,-70.9,35,1006,TS,12,KYLE
43036,2002,10,8,0,32.6,-71.0,35,1006,TS,12,KYLE
43037,2002,10,8,600,32.1,-71.2,35,1006,TS,12,KYLE
43038,2002,10,8,1200,31.4,-71.3,35,1006,TS,12,KYLE
43039,2002,10,8,1800,30.7,-71.9,30,1009,TD,12,KYLE
43040,2002,10,9,0,29.8,-72.4,30,1010,TD,12,KYLE
43041,2002,10,9,600,29.0,-73.3,30,1009,TD,12,KYLE
43042,2002,10,9,1200,28.7,-74.0,30,1010,TD,12,KYLE
43043,2002,10,9,1800,28.5,-74.8,25,1011,TD,12,KYLE
43044,2002,10,10,0,28.4,-75.8,25,1010,TD,12,KYLE
43045,2002,10,10,600,28.3,-77.0,25,1010,TD,12,KYLE
43046,2002,10,10,1200,28.4,-78.1,25,1010,TD,12,KYLE
43047,2002,10,10,1800,28.9,-79.5,30,1010,TD,12,KYLE
43048,2002,10,11,0,29.8,-80.2,30,1009,TD,12,KYLE
43049,2002,10,11,600,30.7,-80.8,35,1008,TS,12,KYLE
43050,2002,10,11,1200,31.8,-80.7,35,1008,TS,12,KYLE
43051,2002,10,11,1700,33.0,-79.5,35,1011,TS,12,KYLE
43052,2002,10,11,1800,33.2,-79.3,35,1011,TS,12,KYLE
43053,2002,10,11,2200,33.9,-78.4,35,1011,TS,12,KYLE
43054,2002,10,12,0,34.2,-78.0,30,1012,TD,12,KYLE
43055,2002,10,12,600,35.4,-75.9,40,1009,TS,12,KYLE
43056,2002,10,12,1200,36.7,-74.1,40,1009,TS,12,KYLE
43057,2002,9,21,1800,10.2,-44.6,25,1009,TD,13,LILI
43058,2002,9,22,0,10.3,-46.5,30,1007,TD,13,LILI
43059,2002,9,22,600,10.8,-48.5,30,1006,TD,13,LILI
43060,2002,9,22,1200,11.2,-50.4,30,1006,TD,13,LILI
43061,2002,9,22,1800,11.8,-52.2,30,1005,TD,13,LILI
43062,2002,9,23,0,12.1,-54.6,35,1005,TS,13,LILI
43063,2002,9,23,600,12.2,-56.8,40,1005,TS,13,LILI
43064,2002,9,23,1200,12.4,-58.7,45,1004,TS,13,LILI
43065,2002,9,23,1800,12.5,-60.4,50,1005,TS,13,LILI
43066,2002,9,24,0,12.7,-62.1,50,1006,TS,13,LILI
43067,2002,9,24,600,12.8,-63.7,50,1006,TS,13,LILI
43068,2002,9,24,1200,13.0,-64.9,60,1004,TS,13,LILI
43069,2002,9,24,1800,13.2,-66.0,50,1007,TS,13,LILI
43070,2002,9,25,0,13.5,-66.9,35,1008,TS,13,LILI
43071,2002,9,25,600,13.7,-67.5,35,1008,TS,13,LILI
43072,2002,9,25,1200,14.0,-68.2,40,1008,WV,13,LILI
43073,2002,9,25,1800,14.2,-68.9,40,1007,WV,13,LILI
